;target;text;chars;word_count;hash_count;punctuation_count;punctuation;uppercase
15047;positive; hehehehe oh i love the purate english sooo much;48;9;0;0;[];3
15048;negative;really not feelin well;25;4;0;3;['.', '.', '.'];0
15049;positive; hey danny did u run already hope you have a good day i love you ;87;19;0;14;"['.', '.', '.', '.', '.', '?', '?', '?', ';', ')', '!', '!', '!', '!']";0
15050;neutral; whats going on ;19;4;0;2;['`', '?'];0
15051;positive; i was i took your advice and it was most enjoyable i am too small to be out alone or i wouldve just come over lol;117;26;0;2;[',', '`'];4
15052;neutral; hey whats up;16;3;0;2;['`', '?'];0
15053;neutral; pooof nirvana did that work ;52;6;0;3;['.', '.', '?'];1
15054;positive;just got back from baby sitting it went well;46;9;0;2;['.', '.'];2
15055;positive; yeah ive been going there for the last month so amaaaazing ill bring some back for you;93;17;0;5;['`', '!', '!', ',', '`'];5
15056;positive; oh i had lots put on my desk during those years i guess if theyve done it to you then it would be ok to do it back lol;121;29;0;1;['`'];3
15057;negative; aw wasn sad give ginger a little pat on the head for me mwah;72;14;0;6;['.', '`', '?', '!', '!', '!'];0
15058;negative; you might have too one of them accused you guys to being one sided on the issue theyre getting way way out of hand;122;24;0;7;"['.', ""'"", ""'"", '.', '`', ',', '.']";5
15059;positive; alredy had my chocolate it is impossible to resist ;55;10;0;2;"[';', ')']";0
15060;negative;feeling nauseous and cant sleep;33;5;0;2;['`', '.'];1
15061;negative;is super stressed;18;3;0;1;['!'];0
15062;negative; have you managed to breathe since getting the news;52;9;0;1;['?'];1
15063;negative;ugh i hate degree weather;29;6;0;1;[','];2
15064;negative;oh hey look north korea are going to kill us all or at least some of us;75;17;0;4;"[',', ',', ';', '.']";3
15065;negative;i just had the weirdest dream ever and cant see because owi credo is too brighi but i hate guys;97;20;0;2;['`', '.'];1
15066;positive; happy birthday david;22;3;0;1;[','];3
15067;neutral;just finished some sunday cleaning waiting to read the next chapter of kiyosakis book so i can hire a cleaner;111;20;0;2;[',', '`'];2
15068;neutral; how about suse;16;3;0;1;['?'];5
15069;neutral;im surrounded by negativity good thing there is a fly guy to give me hope that there is something better thank u jesus;120;23;0;1;['`'];4
15070;negative;i think i messed up my back its been like this all day;55;13;0;1;[','];2
15071;neutral;is the pantry;15;4;0;0;[];1
15072;positive;the commies at their finest youtube and blogger are blocked in china no updates from us while we are in china but great wall conquered;138;25;0;3;[':', '.', '.'];18
15073;neutral; awww dont do this to meee haha now youre gonna make me saddd;64;13;0;2;['`', '`'];0
15074;positive;you ah haha thats exciting if i ever come to australia we are definitely gonna have a movie night fyi;106;20;0;4;['!', '`', '.', ','];8
15075;negative; trouble is i dont think any of this is helping my wrists;59;12;0;2;['`', '.'];0
15076;neutral;its the start of a new week with tons of new photos to take and edit yay;76;17;0;3;['`', '!', '!'];2
15077;neutral; so early;11;2;0;2;['?', '?'];0
15078;negative;think it may be time for a lemsip soon having a cold really sucks;67;14;0;1;[','];1
15079;neutral; i could have i had extra tickets plus we had two twitter giveaways well get you next time;95;18;0;4;['!', '.', '`', '.'];6
15080;negative;hangin with the fam my head is hurtin;38;8;0;1;['!'];2
15081;positive; the step show was fantabulous hi my siss group won nd in their division and nd in the show overall whoo;115;22;0;7;['!', '(', '!', ')', '`', '!', '!'];4
15082;positive; thats what im making for dinner very yummy;69;9;0;0;[];0
15083;negative;god opened the clouds and said i hate you josh;46;10;0;0;[];0
15084;positive; and yet i couldnt get a pic it wasnt allowed then i won passes to their carpet of the d premiere no pic still wit them;121;26;0;1;[','];0
15085;positive; so sweet why arent you out livin it up this saturday night;65;13;0;4;['-', '`', '`', '?'];0
15086;positive; i wish i was still in my jams;30;8;0;0;[];0
15087;negative; they really do need to mind their own business eating disorders are not the only reason people have to vomit assholes;120;21;0;2;[',', ','];3
15088;neutral;going to bed night all;23;5;0;1;[','];1
15089;negative; girrrrrrrrlll im going to miss you so bad;74;10;0;6;['-', '`', '!', '!', '!', '!'];0
15090;neutral; haha i want another bagel i have all this blueberry cream cheese left and no more bagel;90;18;0;2;['.', '.'];3
15091;neutral;just dropped my biscuit in my tea;33;7;0;0;[];0
15092;negative;you know when your make late night calls to india team members for more pictures your struggling with your message thanks ;126;22;0;3;[',', '.', '.'];3
15093;neutral;lotsa water its already dark out;34;6;0;2;['.', '`'];0
15094;neutral;getting rained out the devon horse show head desk;55;10;0;1;['.'];0
15095;neutral;tiny phds will do because those bigger than me keep taunting me;65;12;0;2;['`', ','];2
15096;neutral;seriously underrated porridge the best breakfast in the world ever doesnt need to be gloopy as long as it is made just right;135;23;0;11;['.', '.', '`', '`', ',', '.', '.', '.', '.', '`', ','];0
15097;positive;in this exact moment i have decided that in some point in my life i am going to adopt a child;95;21;0;2;['.', '.'];1
15098;negative;sick daddy send prayer his way;31;6;0;0;[];1
15099;positive; wowthat must be sooo cool;27;5;0;1;[','];0
15100;positive;benson loved the ;32;4;1;3;['!', '!', '!'];0
15101;negative;i am sick very sick sore throat and flu;41;9;0;2;[',', ','];1
15102;neutral; what are we doin tell me tell me;39;8;0;6;['!', '!', '?', '?', '!', '!'];2
15103;neutral;didnt know the statue in the venetian was a real man and screamed so loud everyone laughed;91;17;0;1;['`'];1
15104;positive;thanx peeps following me;26;5;0;0;[];0
15105;neutral;tina adriii guys i am literally going to sydney in the junejuly hols can we meet i wanna try one of those lindt cafes;125;24;0;4;['/', '.', '?', '!'];0
15106;negative; i dont know what to write anymore my mind must be tired its past midnight here already do a tour in the philippines;122;23;0;6;['`', '!', '.', '`', '.', '?'];5
15107;neutral;gone to the shiggity shwa back sunday;39;7;0;2;['.', '.'];2
15108;negative;just got back from the bbq i got sunburn on my legs well sore;63;14;0;2;[',', ','];3
15109;negative; im the heir to the over draft;31;7;0;1;['`'];1
15110;neutral; hahahahah would be the chief contributors lol;53;8;0;4;['!', '!', '.', '.'];0
15111;neutral; it often pays to wait;22;5;0;0;[];1
15112;positive; imagine i would saybitch lol if i were ma d haha but im not cuz ur cool;76;17;0;4;"[""'"", '!', ""'"", '!']";0
15113;neutral; no go on the bro down tonight for brett;40;9;0;0;[];0
15114;positive; seen u a couple of times liked it;35;8;0;1;['.'];1
15115;negative;feels really sick just puked my guts out help please;59;10;0;4;['.', '.', ',', '.'];2
15116;neutral;in a meeting discussion colour of bikeshed;42;7;0;0;[];0
15117;negative;pouring outside cleaning out my locker my bookbag is heavy and my back and arms are killing me;98;18;0;4;['.', '.', '.', '.'];3
15118;negative;i try soo hard toget what i want i always end up having a goose egg;73;17;0;4;['.', '.', '.', '.'];3
15119;neutral; being a fan is certainly not about being attractive but if you like the pink to each their own ;109;20;1;3;['.', ',', ','];1
15120;positive; voting for you hope you are voting for me i am now a white blank with my name mr twitter and funniset;103;22;0;0;[];4
15121;positive; bows glad to be of service;29;6;0;0;[];0
15122;negative; it was me the whole time i did a ton of things so u would believe me but u wouldnt listen or let me prove it or blve me;122;29;0;2;['`', '.'];2
15123;neutral;off to finish the book nudge then going to write some;55;11;0;2;"[""'"", ""'""]";1
15124;neutral; no one to rub it in;20;6;0;0;[];1
15125;positive; ha ha how much thanks for starting to follow me;53;11;0;3;['-', '?', '.'];3
15126;negative;ok its official im old at least i feel likewise old tiredd wasted;73;15;0;4;"[""'"", '!', '!', '!']";23
15127;negative; dude dia e eu tenho curso na drc flash expert;68;14;0;7;['.', '.', '.', ',', '.', '.', '.'];3
15128;neutral;wow ever notice that some twitters have thousands of followers yet they only follow a handful actually less than two hands of peeps;137;23;0;6;['!', ',', '(', ',', ')', '.'];0
15129;negative; ohyeahhh hate the heat ;51;5;0;1;['!'];0
15130;negative;ordered a new computer unfortunately it wont get here until the end of june;78;14;0;3;['!', '`', '.'];3
15131;positive;you make me smileit will get better you have to believe that;65;12;0;5;['.', '.', '.', '.', ','];1
15132;neutral;at work closing files;22;4;0;0;[];0
15133;neutral;we expect one man band to be released sometime next week;56;11;0;0;[];4
15134;positive; i really ought to pay more attention to my phone tweets sure the more moives the better;93;17;0;5;['.', '.', '.', '!', '.'];3
15135;negative;whoops i got sunburnt;23;5;0;1;['-'];2
15136;positive; perfect practice makes perfect;33;4;0;2;"[""'"", ""'""]";3
15137;neutral;just woke up shopping today for my birthdaykinda;53;8;0;4;['.', '.', '.', '.'];1
15138;negative;thompson u may need this pilli think u are crazyhere take on of mine;75;14;0;6;['.', '.', '.', '.', '.', '.'];1
15139;positive;heading to xs with nadia yeee;32;6;0;3;['!', '!', '!'];5
15140;neutral; never tried to ftp to s but i use fireftp firefox browser addin no mention of s support on their site though;119;23;0;7;[',', '(', ')', '.', '.', '.', '.'];11
15141;positive;damnnn this day came to fast but i cherished all the moment i had;66;14;0;1;[','];0
15142;neutral;i dont care what kind of graphics or engines video games have nowadays they are nothing compared to the oregon trail and carmen sandiego;137;24;0;1;['.'];7
15143;positive;hmmm thinking about taking back that i feel better this morning i think i spoke to early;90;18;0;1;['-'];4
15144;neutral;dang need to go to cousins and i didnt upload all the videos now i need to do it later;88;20;0;1;['!'];0
15145;negative;hurt my left knee somehow last night hurts to walk;51;10;0;1;[','];0
15146;negative;night not talking to my victor im so bored at night now grrrr i hate this ;83;18;0;2;['`', '.'];0
15147;negative; selfupdate and clean ruby fixed that part but now its failing on rbrubygems;77;13;0;1;['-'];0
15148;neutral;shopping with beckyyy going to starbucks in a minute;56;10;0;2;['.', '.'];2
15149;neutral;all pugged in and ready to go device updates on so feel free to bombard me at any time time to actually get something done;127;25;0;4;['.', ',', '.', '.'];1
15150;neutral;back from the gym just checkin email gonna go watch an old movie or something its a little cool out to sit outside and read;129;25;0;6;[',', '`', '.', '.', '`', '!'];3
15151;positive; i like your new profile pic very cute;39;8;0;1;['.'];2
15152;neutral;emilyy you guys are the bomb haha;36;7;0;0;[];0
15153;neutral;just got back from seeing star strek;36;7;0;0;[];2
15154;positive; haha we just say two weeks but please do continue with the bre its great;75;15;0;2;[',', '`'];2
15155;positive; lol trying to take after her old man eh good for her hehehe very cute;73;15;0;3;['?', '!', '!'];1
15156;positive;what fun i got retweeted by a bot;35;8;0;1;['!'];1
15157;negative; no its a bug in coding go into the forum then do reg let me know if that work;83;19;0;4;['.', '.', '.', '!'];4
15158;negative; thats family for you imna crash woke up days in a rowlol;70;14;0;6;['`', ',', '.', '.', '.', '.'];0
15159;positive; thanks;8;1;0;1;['!'];0
15160;neutral;just getting an additional free day;35;6;0;0;[];1
15161;positive;great day and another one awaits;33;6;0;1;['.'];2
15162;positive; happy mothers day hugs;27;4;0;2;['`', '!'];4
15163;negative;missed iron chef;16;3;0;0;[];0
15164;positive;cullen thats so nice to hear i love you youre my best friend and my sister hug u;89;18;0;3;['`', ',', '`'];2
15165;positive; hehe i will never thorw out these shoes im listening to varsity fanclub surprise surprise sway sway baby is awesome;119;20;0;1;['`'];0
15166;positive;guys a serious question which song do you like most of all your cds be honest i know you wont reply me maria;121;24;0;7;['.', '.', '.', '.', '?', '!', '`'];7
15167;neutral; niceee hey i never get stickersss;62;8;0;1;['-'];2
15168;neutral;is revisingg;12;2;0;0;[];1
15169;positive;in about hours from now i will find out how good the star trek film from jj really is a ticket costs euro and i hope its worth it;136;31;0;3;['.', '.', '.'];15
15170;negative;man i cant belive that you did what you did everything does not look as good as it is;88;19;0;3;['?', '.', '.'];2
15171;neutral;i feel pounds lighter;23;5;0;0;[];1
15172;negative;so much work ;14;4;0;1;['!'];10
15173;neutral; holllaaa i dont know what ur up doing but im trying to finish up some work for school bout to go to bed though;116;24;0;5;['.', '.', '.', '.', '.'];0
15174;positive; yeeh i also have a thing for drummers basically all guys have do is play an instrument or sing and im all theirs p;121;25;0;3;['.', ',', ':'];0
15175;negative;im craving something salty in my mouth tired of pretzels tho;64;11;0;3;['`', '!', '.'];2
15176;positive; yw it gets really hot there in the middle of the summer like but right now its perfect and less then an hour away;122;25;0;3;[',', '!', '.'];0
15177;negative; indeed we live a life on the edge of things and one foot foul of the law;77;17;0;4;[',', ',', '!', '!'];0
15178;positive; haha his heads bigger than yours awwwh lol;73;10;0;4;['-', ',', '!', ','];0
15179;positive; minutes until im off from work i guess ill go back to work in minutes its slow today thank god for one of those days;126;27;0;4;['.', '`', '.', '`'];2
15180;negative;oh no no more celebrity ding dong for ages;46;10;0;2;['!', ':'];0
15181;positive; aw bless her my stomach sank when she first whimpered but good on her for trying to carry on thats nice of simon to take charge;136;27;1;4;[',', '.', '`', '.'];3
15182;positive;happy mothers day to all motherssss ;43;7;0;1;['!'];0
15183;negative;please dont forget us;22;4;0;1;['`'];1
15184;neutral;new toys;9;2;0;1;['.'];1
15185;positive; if it doesnt work out drop me a line i would love to talk with you more about this;85;19;0;2;['`', '.'];2
15186;positive; i had a blast at the sale today had one pair of cords mis sized tho but still worth it might come back tomorrow thankssss;126;25;0;3;['!', '!', '!'];0
15187;neutral; damnit i didnt but neither did you so win;45;9;0;2;['`', '!'];0
15188;neutral; its what i say why kge last day at the job today we wont be saying him around anymore;92;19;0;4;['!', '!', '!', '!'];0
15189;neutral;wow officially i have no life this month lol my friends dont believe me when i say they need to book in advance;113;23;0;2;['!', '!'];16
15190;neutral;finally finished that topic quick revision break then on to how far did heath change the conservative party;110;18;0;3;['.', ',', '?'];5
15191;neutral;flordia and where do u send in the pictures of the shrits saw ur update on facebook;87;18;0;3;['-', '-', '?'];0
15192;negative;not so good at remembering to do this twitter thing sorry everybody i leave for tibet todaywith a head cold;112;20;0;5;[',', '!', '.', '.', '.'];3
15193;negative;harley passed away in december ;89;7;0;0;[];2
15194;neutral; i sooooooooooooooooo need to see u im on some bs real deadass lmao;69;13;0;0;[];54
15195;neutral;just got home not wanting to read the last chaper of breaking dawn cause i dont want it to beover;98;20;0;1;['!'];0
15196;positive;there are some great honey based recipes for you the kids to download at join in the fun for honey week;134;25;0;2;['-', '-'];2
15197;neutral; mmm btw i was just talking to you you were gone ;60;14;0;3;['-', '.', '.'];7
15198;negative;sadly i am bprohibiting myself from tweeting tonight sorry;59;9;0;1;['.'];3
15199;positive; sounds good this patch was brought to you by ;52;10;0;6;"['.', ""'"", '.', '.', '.', ""'""]";2
15200;neutral; its not much better than instant;35;6;0;2;['`', '.'];1
15201;negative;far too sick to sing ive got a post nasal drip and a sore throat just sent my sorry i wont be there email;110;24;0;4;['.', '`', ',', '`'];3
15202;positive; how fun where is the twitpic i had purple hair once;58;11;0;5;['!', '!', '.', '.', '.'];1
15203;neutral; i know ;18;3;1;1;['.'];1
15204;neutral;still working in the database and trying to decide what i want to eat;70;14;0;1;['.'];2
15205;neutral;making pork stirfry and brown rice for dinner;47;8;0;2;['-', '.'];1
15206;negative;oh mennot in the mood ill go home tomorrowwanna be w my familyits my birthday;86;15;0;8;['.', '.', '`', '.', '.', '/', '.', '.'];1
15207;negative;last day at dma over a million sad faces;46;9;0;2;['!', '.'];4
15208;neutral; any ideas tempat apa yang paling cocok jupiter seru juga;59;10;0;2;[',', '?'];0
15209;neutral; yes otherdad wait do i go back to sleep or cause mischief;62;12;0;2;[',', '?'];3
15210;negative;ouchwaited to long to get eyebrows waxed;43;7;0;3;['.', '.', '.'];1
15211;neutral;is working allll weeekend;25;4;0;0;[];1
15212;neutral;com ohhh got it its the i think i miss the pistons i really hope joe d cooks up something big;104;22;0;3;['.', '`', '!'];8
15213;positive; i didnt win but i will continue to try keep giving away those fabulous watches cant wait to win;98;19;0;0;[];2
15214;negative;i think i may cry i just sold my civic its no longer mine;63;15;0;3;['.', '.', '.'];4
15215;neutral;i hadnt realised how long it had been since i was last tweeting now im on here i dont know what to say x;113;24;0;8;['`', '`', '`', '.', '.', '.', '`', '`'];6
15216;negative; have an amazing time with your mommas tomorrow show them how much they mean to you whatever you do they will love it;119;23;0;1;['!'];2
15217;positive; caww that sounds good i hope youre right;44;8;0;2;[',', '`'];1
15218;positive;mandm helaas en thanks;26;4;0;3;['.', '.', '!'];4
15219;neutral;one lactose pill is not enough for coffeeoopse;50;8;0;4;['.', '.', '.', '.'];1
15220;negative; we tried to dm you but your not following us;45;10;0;0;[];2
15221;neutral; days till brighton;21;4;0;0;[];0
15222;neutral; so you have to call the customer care or try to enter any wrong pw and see the result is it invalid user name or password ;131;29;0;6;"['.', '.', ',', ""'"", ""'"", '?']";3
15223;neutral; woohoo my broom isnt up to standardsthere is no seatbelt on minewhispers i like the swiffer;110;16;0;14;['!', '!', '!', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.'];9
15224;neutral; i have to admit at being a colin firth groupie at this point;62;13;0;1;['.'];3
15225;neutral; wassup beautiful follow me peep out my new hit singles wwwmyspacecomipsohot i def wat u in the video;113;18;0;11;['!', '!', '!', '!', '!', '.', '.', '/', '.', '!', '!'];83
15226;neutral;ofthedead i met a stranger just min ago he was stalking me at the store;78;16;0;1;['.'];2
15227;neutral; aw her latest selenagomezlast day of shooting goodbye canada ;70;11;0;6;"[""'"", '.', '.', '.', '.', ""'""]";3
15228;negative; no aha is unfortunatelly from norway we have a big family happening and therefore we need some old hits;107;19;0;3;[',', '-', '.'];3
15229;neutral;it takes nearly days to figure out what causes the mic problems at do not hold the mic at the bottom;112;23;1;2;[':', '!'];2
15230;neutral; and hes not even fat huh hes just friggin huge i have a freak;74;15;0;10;['`', '!', '!', '!', '!', ',', '?', '`', '!', '.'];3
15231;neutral;raining i missed the rain so much i am grateful for it ;65;13;0;8;"['.', '.', '.', '.', '.', '.', ';', ')']";3
15232;neutral;me and the calculator made lots of little algebra babies today;62;11;0;0;[];1
15233;negative; but then you might end up like that poor bus driver and this is kinda weird but i wish i was there today o;115;24;0;7;['.', '.', '.', ',', ',', '!', ':'];4
15234;positive;happy mothers day to all the moms on there;45;9;0;3;['`', '!', '!'];3
15235;neutral;its about to rain;20;4;0;3;['`', '!', '!'];1
15236;negative; im a jerk now i cant go out dammit frank why do i suck so bad;73;16;0;7;['`', '.', '.', '.', '`', ',', '?'];5
15237;positive;good morning twitts another gloomy day in nyc;47;8;0;2;['!', '!'];9
15238;neutral;last day off back to work tomorrow;37;7;0;3;['.', '.', '.'];0
15239;positive; hey its good to see you here will now follow you would be nice to have a photo;84;18;0;5;[',', '`', '!', '.', '!'];3
15240;positive; time to reissue all albums on vinyl yesss that would be fab fab fab;75;14;0;5;['!', '!', '!', '!', '!'];1
15241;neutral;j jess just posted some hawt pics on the board j u should check them out;81;17;0;6;['.', '.', '.', '.', '.', '.'];2
15242;negative;has some bad newss;18;4;0;0;[];0
15243;neutral;now going to watch the brand new episode of the hills cant wait;68;13;0;4;['`', '`', '!', '!'];2
15244;neutral; anytime why ya gonna be up so late;40;8;0;3;['.', '.', '?'];1
15245;neutral;hope why;10;2;0;1;['?'];0
15246;neutral;im am going to send some twits to some folk;58;10;0;15;['.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.'];1
15247;neutral;diaz i did notice more men with kids in stores on sati am heading to church and sing in the choir in the st nd services;126;27;0;2;['.', '.'];3
15248;neutral;i am so glad its friday i just got off work and im so tired;63;15;0;4;['`', '.', '`', '.'];4
15249;neutral; the archetype thing was for a comm class that studied archetypes in popular media reading your links now thanks;115;19;0;3;['.', '.', ','];0
15250;negative;worried for my cousin and her son;33;7;0;0;[];1
15251;negative;is watching big brothes big quiz rather tiredd but downloading a dvd so have to wait till finished till i can go to bed;135;26;0;2;[',', ','];0
15252;positive;happy star wars day may the th be with you;47;10;0;4;['!', '!', '!', '!'];9
15253;positive;tweeeeeet good morning twitterland going to work at so need to keep packing and cleaning this flat move out in t minus one day;131;25;0;3;['!', '!', '!'];9
15254;neutral; warm and wet spent the day carpet cleaning the yacht;54;10;0;0;[];0
15255;neutral;with red who is blue;20;5;0;0;[];0
15256;neutral;talk at you all lates;22;5;0;1;['!'];1
15257;neutral;had best get revising over da weekend got an exam on monday for hours;78;15;0;7;['!', '!', '!', '!', '!', '!', '!'];1
15258;neutral; no loic you need to build in a scheduler that lets us post while we sleep;75;16;0;1;[','];2
15259;negative;stu is actually severly sunburntit hurts;47;6;0;7;['.', '.', '.', '.', '!', '!', '!'];8
15260;neutral;ahh everyones out today taking in the sunny weather except me might go and watch some tv;93;17;0;4;['`', '.', '.', '.'];0
15261;positive; everythings fine now;21;3;0;0;[];0
15262;positive;going to a garden centre today should be funn currently drinking egyptian spice tea and watching hollyoaks;110;18;0;3;['.', ':', '/'];0
15263;neutral; nat has a twitter acct;24;5;0;1;['!'];0
15264;positive; i wont feel guilty and like i should be revising stuff after today haha;76;15;0;4;['-', '-', '`', ','];2
15265;positive;these days have been looking better better betterrrrrrrr;57;8;0;1;['.'];1
15266;positive;happy mothers day ;40;4;0;2;['`', '!'];0
15267;neutral;monday morning lets whip out some code today;46;9;0;1;['.'];0
15268;negative;ouch head hurts;18;3;0;3;['.', '.', '.'];0
15269;neutral;there is a sadness in the air at school but i got two awards;63;14;0;2;['!', '!'];2
15270;neutral;oh goody its doctor who hooray for iptv;43;9;0;3;['-', '`', '!'];9
15271;negative;i need monies school is expensive;36;6;0;2;['.', '.'];0
15272;neutral; i really havent got the hang of these hash tags have i;57;12;0;2;['`', '?'];2
15273;neutral;dougie poynter replyed to me;28;5;0;0;[];24
15274;positive; mark twain quote is spot on my cat is a bugger when it comes to crime handy at times;87;19;0;2;[',', '!'];3
15275;neutral; wont be able to manage nights babe have lil ones depending on me here ;82;16;0;4;['`', ',', '!', '!'];0
15276;negative;so lathargic definitely need today to rest sad bout havin to call out but mentally i needed to;98;18;0;4;['.', '.', '.', '.'];3
15277;positive;such a long day heading to bed iloveyou ;46;10;0;2;[',', '.'];0
15278;neutral;making more muffinsss wheat jerm aannndd psyillium husk;56;8;0;1;[','];7
15279;neutral;craving coffee;14;2;0;0;[];0
15280;positive;i am trying to figure out how to use twitter;44;10;0;0;[];2
15281;neutral; i can do nana or nana rocks for you in rhinestones do printed onesies for them my nana loves me;106;22;0;7;"['-', ""'"", ""'"", ""'"", ""'"", ""'"", ""'""]";3
15282;neutral; thats why twitter rocks;27;5;0;2;['`', '!'];0
15283;neutral; yeah for sure;14;3;0;0;[];1
15284;negative; huggles i dont see all the replies right away and my boss is hovering today and im feeling pissy about life;114;21;0;4;['`', ',', '.', '`'];3
15285;negative;head hurts bad;14;3;0;0;[];1
15286;negative; bows i trysometimes it is hard;37;6;0;3;['.', '.', '.'];1
15287;neutral; was always told to keep sucking something like fruit gums;58;10;0;0;[];0
15288;neutral;well it was very inspirative day theres no room for design in todays schedule so im heading to bed;103;19;0;5;[',', '.', '`', ',', '`'];2
15289;neutral;im up going to work;23;5;0;3;['.', '.', '!'];0
15290;positive; am happy to provide backup support for all murderous rampages;62;10;0;0;[];1
15291;negative;getting impatient with the turnaround time on repairs to my broken on arrival new espresso machine ;105;17;1;2;['(', ')'];0
15292;positive;going to woodland hills gna swim and drink makin the best of a good day yee;78;16;0;2;['.', '.'];3
15293;neutral; hey tom im happy that youre enjoying brazil but im sad cuz im not goin to see you in your show;101;21;0;6;[',', '`', '`', ',', '`', '`'];0
15294;positive;good nite everybody baby boy;34;5;0;1;['!'];3
15295;neutral;has finally finished emulsioning the bathroom now for gloss work;65;10;0;1;['.'];2
15296;positive;in ryehappy mothers day mums ily mummy lol;46;8;0;2;['.', '.'];0
15297;negative;oh how i miss my truck i could have my whole place moved by now;69;15;0;6;['.', '.', '.', '.', '.', '.'];2
15298;negative;trying to watch lost online very annoying and slowthe internet not lost;74;12;0;3;['.', '.', '.'];0
15299;neutral;already missing my biddy bops home at moms for the night watching my little bro and getting some rest for my birthday party tomorrow d;138;25;0;3;['`', ':', '-'];1
15300;negative; totally plain and simple i hate all thoes bridezilla shows if i was the groom id be running far far away;112;21;0;6;['.', '.', '.', '.', '`', '!'];1
15301;positive;today seems like it should be a good day even though my fuel pump is going out on my car xoxo;99;21;0;1;['!'];2
15302;negative; i miss you;11;3;0;0;[];1
15303;neutral;playing board games;22;3;0;3;['!', '!', '!'];0
15304;negative;no more wiffleball ;27;4;0;3;['.', '.', '.'];2
15305;positive; happy mommas day ging is so lucky to have a momma like u enjoy ur nite luv ya;82;19;0;2;['.', '!'];0
15306;negative;is feeling a bit lonely;23;5;0;0;[];1
15307;positive; holla happy early mothers day;32;5;0;1;['`'];0
15308;positive; imnot aloud to call youbut i think your awesomeily;58;9;0;2;['!', '!'];0
15309;positive; i used to love you lolso awesomei knew youd have an experience last night;83;14;0;9;"['.', '.', '.', '.', '.', '.', '`', ""'"", ""'""]";2
15310;neutral; thanks will check next time im in target its over an hour away;67;13;0;4;['!', '`', '.', '`'];4
15311;neutral;theres a guy in my house so i cant go downstairs with no pants;64;14;0;2;['`', '`'];0
15312;neutral;going to get some strawberries for the champagne tonight;57;9;0;1;['!'];1
15313;positive; hes well cooool lovve the roco shoooow;72;10;0;4;"['-', '`', ';', ')']";8
15314;neutral; ot ot ot;12;3;0;3;['!', '!', '!'];6
15315;neutral;cough cough hack hack;22;4;0;0;[];0
15316;negative; um i think what i will miss the most is jay leno;60;12;0;11;[',', '.', '.', '!', '!', '!', '!', '!', '!', '!', '!'];9
15317;neutral; hott as africa lol yeah its hot here too and its a big storm here;66;15;0;0;[];2
15318;negative; aww sorry ot hear that least its work though;47;9;0;1;['!'];0
15319;neutral; i follow him now;17;4;0;0;[];0
15320;negative; they frown on us googling alcohol at work;42;8;0;0;[];0
15321;negative;bought new racquet for wish this racquet will do the half and god the rest well despite recession things are fkin costly;130;23;0;4;['.', '.', '.', '.'];2
15322;negative;yea im gonna need to put the blunt down;40;9;0;1;['`'];0
15323;negative;dido us little gods just this moment let it all stop here ive had my fillwords that make you panic;131;22;0;13;"[""'"", ""'"", ""'"", '/', '/', '`', ""'"", '.', '.', '.', '.', '.', '.']";11
15324;neutral; they closed all three locations;35;5;0;1;['.'];1
15325;positive; aww thanks bro glad i got u active on twitter;51;10;0;4;['.', '.', '!', '!'];1
15326;neutral; i had recommended harney sons from where i order much of my tea i think;101;17;0;3;['(', ',', '.'];5
15327;positive; good morning its been a while since ive talked to you keep up the awesome tweets;91;17;0;7;"['!', '`', '`', ""'"", ""'"", '-', '.']";5
15328;neutral;im not ready for tomorrows competition;41;6;0;3;['`', '`', '!'];0
15329;neutral; if only my writing wasnt so scrub;37;7;0;2;['`', '.'];1
15330;negative; you poor thing hang in there luf joe;46;9;0;3;['.', '-', '-'];2
15331;negative;in the mood for shrimp scampi but i dont have vermouth;56;11;0;2;['`', '.'];2
15332;negative;feeling really sick watching the fifth element and about to smoke a cigg ugh i hate colds;93;17;0;3;[',', '.', '!'];0
15333;positive;working working and working at wwwredirlandaes many hours spent but it worth lets make red irlanda big;110;17;0;5;['.', '.', '.', '!', '!'];5
15334;neutral; because you saved the frog i thought i replied to that so it would make sense so how does twitter work gehts abi gut;122;24;0;4;['.', '.', '?', '?'];2
15335;negative;meaway im sorry hon i know how it feels thoughim usually crazy but at a family gathering id probably hold back like that also;133;24;0;6;['`', '.', '.', '.', '`', '`'];4
15336;negative;and other girls come over and my boyfriend forgets that im here;67;12;0;4;['.', '.', '.', '`'];3
15337;positive;really wish i could have gone to this weekend;46;9;0;0;[];2
15338;negative; it wont let me vote even tho im signed in;43;10;0;0;[];0
15339;positive; heyy its ur bdayhappy birthday;35;5;0;4;['?', '!', '!', '!'];0
15340;positive; that is a good pic all the guys looked good yesterday thodont ya think;76;14;0;4;['.', '.', '`', '?'];1
15341;neutral;getting ready for school second maths test today also its my last day of rd year next week i will officially be in th year;129;26;0;3;['-', '!', '!'];2
15342;neutral;off to church now;20;4;0;3;['.', '.', '.'];1
15343;neutral;at the dmv;10;3;0;0;[];4
15344;negative;squirrel where i hate squirrels;33;5;0;2;['!', '?'];0
15345;negative;going off bc is making me break out;36;8;0;1;['.'];3
15346;neutral; im not too bad just trying to get by so i can live the dream and rule the world saving up for a super hero costume;121;26;0;4;['`', '.', '.', '.'];7
